;COUNTRY;SORT_ART_NR;ART_NAME;URL;Supplier;Suppl. product code;EAN;COMPETITOR;SKU_ID;SORT_EAN_NR;ART_NAME;PACKAGE_PRICE;UNIT_PRICE;PROMO_PRICE;QTY_FACTOR_PACKAGE_PRICE;URL;MATCH_TYPE_FLAG;QLTY_FACTOR_PACKAGE_PRICE;MATCH_SOURCE;MATCH_OWNER;CRAWLING_TIMESTAMP;COMMENTS
154;CZ;358504;Hammerite kladívková měděná  0,7 l;;Akzo Nobel Coatings CZ,as;5093359;5011867046679;;;;;;;;;;;;;;;
155;CZ;358505;Hammerite kladívková hnědá  0,7 l;;Akzo Nobel Coatings CZ,as;5093327;5011867046693;;;;;;;;;;;;;;;
156;CZ;358506;Hammerite kladívková šedá  0,7 l;;Akzo Nobel Coatings CZ,as;5093481;5011867046709;;;;;;;;;;;;;;;
157;CZ;358507;Hammerite kladívková zelená  0,7 l;;Akzo Nobel Coatings CZ,as;5093530;5011867046730;;;;;;;;;;;;;;;
158;CZ;358508;Hammerite hladká černá  0,7 l;;Akzo Nobel Coatings CZ,as;5093787;5011867046747;;;;;;;;;;;;;;;
159;CZ;358509;Hammerite hladká bílá  0,7 l;;Akzo Nobel Coatings CZ,as;5094126;5011867046754;;;;;;;;;;;;;;;
160;CZ;358510;Hammerite hladká stříbrná  0,7 l;;Akzo Nobel Coatings CZ,as;5094057;5011867046761;;;;;;;;;;;;;;;
161;CZ;358519;Hammerite hladká sv. šedá  0,25 l;;Akzo Nobel Coatings CZ,as;5093958;5011867047065;;;;;;;;;;;;;;;
162;CZ;358520;Hammerite hladká sv. šedá  0,7 l;;Akzo Nobel Coatings CZ,as;5093960;5011867047072;;;;;;;;;;;;;;;
163;CZ;358521;Hammerite hladká sv. šedá  2,5 l;;Akzo Nobel Coatings CZ,as;5093955;5011867047089;;;;;;;;;;;;;;;
164;CZ;358522;Hammerite kladívková sv.modrá  0,25 l;;Akzo Nobel Coatings CZ,as;5163734;5011867047096;;;;;;;;;;;;;;;
165;CZ;358523;Hammerite kladívková sv.modrá  0,7 l;;Akzo Nobel Coatings CZ,as;5093506;5011867047102;;;;;;;;;;;;;;;
166;CZ;358524;Hammerite kladívková sv.modrá  2,5 l;;Akzo Nobel Coatings CZ,as;5126374;5011867047119;;;;;;;;;;;;;;;
167;CZ;358525;Hammerite kladívková tm.zelená  0,25 l;;Akzo Nobel Coatings CZ,as;5093420;5011867039848;;;;;;;;;;;;;;;
168;CZ;358526;Hammerite kladívková tm.zelená  2,5 l;;Akzo Nobel Coatings CZ,as;5093411;5011867039862;;;;;;;;;;;;;;;
169;CZ;358527;Hammerite kladívková měděná  0,25 l;;Akzo Nobel Coatings CZ,as;5093355;5011867039879;;;;;;;;;;;;;;;
170;CZ;358528;Hammerite kladívková měděná  2,5 l;;Akzo Nobel Coatings CZ,as;5093345;5011867039893;;;;;;;;;;;;;;;
171;CZ;364755;Xyladecor Xylamon impregnač. základ 0,75 l;;Akzo Nobel Coatings CZ,as;5518179;8590627984644;;;;;;;;;;;;;;;
172;CZ;364756;Xyladecor Xylamon impregnač. základ 5 l;;Akzo Nobel Coatings CZ,as;5518181;8590627984620;;;;;;;;;;;;;;;
173;CZ;364757;Xyladecor Classic Bezbarvý  0,75 l;;Akzo Nobel Coatings CZ,as;5129359;5903525820007;;;;;;;;;;;;;;;
174;CZ;364758;Xyladecor Classic Bezbarvý  2,5 l;;Akzo Nobel Coatings CZ,as;5129360;5903525820083;;;;;;;;;;;;;;;
175;CZ;364759;Xyladecor Classic Palisandr  0,75 l;;Akzo Nobel Coatings CZ,as;5129413;5903525824005;;;;;;;;;;;;;;;
176;CZ;364760;Xyladecor Classic Bezbarvý  5 l;;Akzo Nobel Coatings CZ,as;5129361;5903525820052;;;;;;;;;;;;;;;
177;CZ;364761;Xyladecor Classic Mahagon  0,75 l;;Akzo Nobel Coatings CZ,as;5129395;5903525829109;;;;;;;;;;;;;;;
178;CZ;364762;Xyladecor Classic Palisandr  2,5 l;;Akzo Nobel Coatings CZ,as;5129415;5903525824081;;;;;;;;;;;;;;;
179;CZ;364763;Xyladecor  Xylamon    smrt       červotočů  0,75 l;;Akzo Nobel Coatings CZ,as;5235820;8590627988970;;;;;;;;;;;;;;;
180;CZ;364764;Xyladecor Classic Týk  0,75 l;;Akzo Nobel Coatings CZ,as;5129427;5903525823404;;;;;;;;;;;;;;;
